age,cost_of_ad,device_type,gender,in_initial_launch_location,income,n_drivers,n_vehicles,prior_ins_tenure,outcome
40,0.006726514,iPhone,F,0,67511,1,1,8,0
54,0.004043329,laptop,M,0,88827,2,1,1,0
23,0.003752044,laptop,M,0,51278,1,2,0,0
39,0.005479048,iPhone,M,0,61971,2,3,6,0
60,0.003883267,Android,M,0,65493,1,2,7,0
50,0.004019762,desktop,M,1,57722,1,2,16,0
40,0.004826072,other,F,0,50143,2,3,1,0
53,0.005284972,laptop,F,1,79047,2,2,8,0
42,0.005408508,laptop,F,1,58631,2,1,7,0
52,0.006803109,iPhone,F,1,81268,2,3,7,0
26,0.004420738,Android,F,0,29411,2,1,4,0
56,0.00362408,other,M,0,61776,1,1,13,1
30,0.004357463,other,F,1,69155,1,1,4,0
27,0.005803609,iPhone,F,1,39762,1,2,2,0
54,0.005515646,desktop,F,0,54018,1,3,7,0
21,0.004727743,other,F,1,34127,2,2,2,0
20,0.005163288,laptop,F,0,42772,2,3,1,0
33,0.004505035,other,F,0,50111,1,3,0,0
48,0.004282942,laptop,M,0,55668,1,3,10,0
32,0.004077473,other,M,1,47943,2,3,7,0
45,0.004832673,other,F,1,49427,1,3,4,0
30,0.004548258,Android,F,0,47258,2,2,0,0
21,0.004523873,desktop,F,1,52231,2,3,0,0
29,0.004162742,other,M,1,44863,1,1,1,0
29,0.003409878,laptop,M,0,35991,1,1,1,0
21,0.003830667,laptop,M,1,45326,1,3,1,0
47,0.005220169,laptop,F,1,61555,1,2,12,0
24,0.003587289,other,M,0,56930,2,3,0,0
59,0.00460182,laptop,F,0,59551,1,2,10,0
29,0.004477152,Android,F,1,46019,1,3,4,0
32,0.00481877,laptop,F,0,44052,2,2,5,0
29,0.004469889,Android,F,1,58538,2,3,2,0
24,0.005936063,iPhone,F,0,48961,2,1,3,0
25,0.004783983,other,F,1,58882,1,1,1,0
36,0.003458975,laptop,M,1,62109,2,2,0,1
26,0.004004593,other,,0,55481,2,1,0,0
32,0.00467109,Android,F,1,39945,2,2,6,0
59,0.004077494,Android,M,0,92452,1,3,10,0
44,0.004080581,other,,0,54982,2,2,2,0
37,0.004598218,desktop,F,1,59519,2,3,2,0
36,0.005140974,laptop,F,1,65156,2,3,4,0
39,0.006552023,iPhone,F,1,54376,1,2,2,0
60,0.004536794,other,M,0,64180,1,1,3,0
46,0.005078102,laptop,F,0,63200,2,1,3,0
21,0.004841277,iPhone,M,1,29284,1,2,1,0
26,0.004194858,Android,M,0,61427,2,1,3,0
51,0.003944977,laptop,M,1,87961,1,1,14,0
56,0.003867868,laptop,M,1,84957,2,2,2,0
42,0.003763885,desktop,M,1,50932,2,1,8,0
46,0.005257965,other,F,0,74209,2,3,0,0
54,0.005434752,iPhone,M,0,82646,2,1,17,0
26,0.00477661,Android,F,1,41699,1,2,3,0
55,0.003686624,other,M,1,66954,2,2,2,0
23,0.004550644,Android,F,1,35306,2,3,3,0
25,0.004875039,iPhone,M,0,42641,1,3,2,0
44,0.005281913,iPhone,M,0,58233,1,1,7,0
35,0.004406038,desktop,F,1,44574,2,2,1,0
41,0.005738252,iPhone,M,0,66007,2,3,4,0
23,0.005465323,iPhone,M,0,53201,2,2,1,0
22,0.003964725,Android,M,0,24764,2,2,1,0
51,0.004373658,Android,M,0,54413,2,2,11,0
29,0.003874697,Android,M,0,47094,2,1,1,0
41,0.003564992,laptop,M,0,80073,1,1,11,0
21,0.004269775,desktop,F,0,24935,2,1,1,0
57,0.007051676,iPhone,F,0,77757,1,3,7,0
57,0.003820696,desktop,M,1,65829,1,2,11,0
18,0.003746702,laptop,M,1,30437,2,3,1,0
50,0.003568877,Android,M,1,60508,2,2,17,1
25,0.005025918,laptop,F,1,25047,2,2,3,0
48,0.004800694,desktop,F,1,63649,1,3,11,0
20,0.0045226,laptop,F,1,38555,2,1,2,0
57,0.003748639,laptop,M,1,65504,1,1,1,0
18,0.005321752,iPhone,M,0,55421,2,1,0,1
40,0.005117845,desktop,F,1,79711,2,3,3,0
16,0.00471802,desktop,F,0,39653,2,3,0,0
42,0.0051543,laptop,F,1,44664,1,3,8,0
35,0.00353946,desktop,M,0,60253,1,1,8,0
49,0.005256283,laptop,F,0,55914,1,3,13,0
52,0.004069965,other,M,1,63822,2,3,5,0
48,0.004382485,laptop,M,1,71089,1,3,14,0
51,0.004055626,other,M,1,87906,2,2,7,0
40,0.005382956,other,F,1,42271,2,2,0,0
54,0.003754823,Android,M,0,68541,1,3,9,0
36,0.004285922,laptop,M,0,73399,2,3,8,0
25,0.004617083,Android,F,0,42366,2,1,1,0
53,0.005099065,Android,F,0,79201,2,1,18,0
29,0.005109515,other,F,0,66763,2,3,3,0
22,0.005099793,desktop,F,1,44801,2,1,2,1
43,0.003484128,laptop,M,1,68066,1,1,10,0
49,0.00354052,Android,M,0,59039,1,2,7,0
41,0.006058012,iPhone,F,1,66842,1,3,4,0
37,0.004768527,laptop,F,0,42575,1,2,4,0
43,0.004082248,laptop,M,0,68907,2,1,7,0
28,0.004369595,Android,F,0,65749,1,1,2,0
58,0.004173877,Android,M,1,80578,2,2,10,0
17,0.003214878,laptop,M,1,45866,2,1,0,0
30,0.006043048,iPhone,F,0,33574,2,3,1,0
55,0.00502119,Android,F,0,84495,1,2,9,0
37,0.0054188,iPhone,M,0,53951,1,3,8,0
55,0.004805456,other,F,0,57849,1,3,16,0
19,0.004578645,desktop,F,1,23364,2,1,0,0
33,0.00383854,Android,M,1,57949,1,1,3,1
22,0.00564635,iPhone,M,1,58745,1,2,3,0
17,0.004188372,Android,F,0,27289,2,1,0,0
59,0.005715792,iPhone,M,1,63063,2,2,8,0
40,0.006556932,iPhone,F,0,65745,2,3,5,0
21,0.004636465,other,F,1,31010,1,3,2,0
35,0.005534049,iPhone,M,1,70478,1,2,9,0
28,0.005197112,other,F,0,65017,1,2,5,0
36,0.005625435,iPhone,M,0,37932,1,3,2,0
42,0.004526771,Android,F,1,54316,2,2,12,0
27,0.003866361,laptop,M,0,42133,2,3,4,0
30,0.003483976,other,M,0,54507,1,2,7,0
40,0.005308589,iPhone,M,1,42112,1,2,3,0
16,0.006587103,iPhone,F,1,27604,1,2,0,0
44,0.005216215,other,F,1,70533,2,3,6,0
54,0.005076159,other,F,1,92915,2,3,18,0
57,0.005088703,other,F,0,73103,1,3,1,0
41,0.003701179,laptop,,0,53442,2,3,0,0
41,0.006599953,iPhone,F,1,44574,2,2,4,0
25,0.004028731,desktop,M,1,36781,2,3,0,0
60,0.004053681,Android,M,0,71722,2,2,0,0
28,0.003371191,Android,M,1,36096,2,1,5,0
44,0.004990346,laptop,F,1,68817,2,1,2,0
18,0.006099582,iPhone,F,0,21362,1,2,0,0
35,0.00397256,desktop,M,1,35231,1,2,3,0
32,0.004202703,other,M,0,71844,2,2,0,0
31,0.003911217,other,M,0,36203,2,3,7,0
16,0.00334484,laptop,,0,19205,2,3,0,0
19,0.004110385,desktop,M,1,40699,1,1,1,0
19,0.005439335,iPhone,M,0,48841,1,2,0,0
39,0.005148442,Android,F,0,43434,2,1,6,0
51,0.006537053,iPhone,F,0,72575,2,2,8,0
49,0.005219729,laptop,F,0,86445,1,3,3,0
56,0.004085391,other,M,0,73017,2,2,10,0
55,0.00435798,laptop,,1,87276,2,1,15,0
55,0.005514886,iPhone,M,0,56571,2,3,3,0
23,0.003790416,other,M,0,45914,2,3,2,0
56,0.003860284,Android,M,0,76170,1,1,2,0
51,0.005125993,Android,F,1,88284,1,1,12,1
17,0.003815652,Android,M,0,19330,2,1,0,0
46,0.00538779,laptop,F,0,73128,2,3,14,0
19,0.003767398,laptop,M,1,32648,2,3,0,0
37,0.004996511,Android,F,1,61591,1,1,5,1
26,0.003531497,Android,M,1,28072,1,1,5,0
21,0.004512318,other,F,1,55412,2,1,0,0
23,0.004134956,desktop,M,1,54631,1,1,0,0
25,0.005019481,laptop,F,0,34390,2,2,2,0
22,0.003530981,other,M,0,22269,1,1,0,0
18,0.00375756,desktop,M,0,19473,2,2,1,0
35,0.00516915,iPhone,M,0,69883,1,2,4,0
44,0.006898298,iPhone,F,0,44999,1,2,1,0
51,0.004453278,laptop,M,0,60277,2,1,8,1
34,0.004783648,Android,F,0,69427,1,1,5,1
24,0.003666466,desktop,M,0,29643,1,2,0,0
27,0.004348546,Android,F,1,61962,2,3,1,0
45,0.004920546,desktop,F,0,75500,2,1,4,0
30,0.005088779,Android,F,0,51648,2,3,2,0
36,0.003838652,desktop,M,1,59032,1,2,1,0
26,0.00358587,laptop,M,1,33011,1,2,3,0
57,0.005190875,other,F,0,72635,2,2,13,0
51,0.004941148,desktop,F,0,89729,2,2,6,0
43,0.005766748,iPhone,M,1,80630,1,3,11,0
23,0.004299608,other,F,1,49594,1,2,2,0
22,0.005107262,desktop,F,1,31104,2,2,1,0
56,0.004175572,other,M,0,81557,1,1,9,1
44,0.004358502,Android,M,0,63958,2,1,12,1
43,0.004282505,laptop,M,1,51359,1,1,6,0
19,0.005051248,desktop,F,1,26189,1,3,1,0
17,0.00360519,Android,M,0,42006,2,2,0,0
29,0.006629963,iPhone,F,0,52611,1,2,3,0
25,0.004893996,iPhone,M,1,26029,1,3,0,0
47,0.005900311,iPhone,M,1,86611,1,1,14,0
55,0.003775741,laptop,M,0,78285,2,2,12,0
43,0.005856564,iPhone,M,0,69924,2,3,4,0
52,0.004100269,laptop,M,1,59416,1,1,11,0
60,0.005489915,other,F,0,94298,2,1,2,0
21,0.005113585,laptop,F,0,24458,1,2,1,1
50,0.003852915,laptop,M,0,77591,2,2,10,0
34,0.004401418,laptop,F,1,51068,1,1,9,0
46,0.00494476,Android,F,0,64796,1,3,0,0
24,0.006597858,iPhone,F,0,42036,2,2,2,0
16,0.004967841,laptop,F,0,40233,1,3,0,0
32,0.004287346,laptop,M,0,37531,1,2,5,0
54,0.004750857,other,F,0,64963,2,2,14,0
38,0.004778745,desktop,F,0,68409,2,3,2,0
35,0.00349515,other,M,1,52211,1,3,7,0
43,0.003527364,other,M,0,45688,2,2,8,0
50,0.004755344,Android,F,1,56440,2,2,8,0
53,0.004207718,laptop,M,1,75112,1,2,16,0
27,0.003367699,desktop,M,1,53951,1,3,0,0
22,0.0032437,Android,M,1,24230,1,2,1,0
21,0.003296386,laptop,,0,28862,1,3,0,0
54,0.005006956,desktop,F,0,73304,1,2,8,0
20,0.003477287,Android,M,1,24849,2,2,0,1
19,0.003630575,desktop,M,1,30660,2,2,1,1
47,0.006510632,iPhone,F,0,56428,2,3,3,0
43,0.00350292,other,M,0,45284,1,3,1,0
52,0.005184606,other,F,1,54479,1,2,0,0
33,0.004037606,other,M,0,66776,2,3,0,0
47,0.003854424,desktop,M,1,47216,2,2,7,0
60,0.005232273,Android,F,1,63617,2,1,12,1
57,0.004746618,desktop,F,0,70311,2,2,9,0
18,0.003666504,Android,M,1,41544,1,3,0,0
56,0.005779739,iPhone,M,1,57662,1,3,6,0
53,0.00406394,desktop,M,0,85747,2,2,9,0
44,0.004845508,desktop,F,0,46805,2,1,12,0
29,0.00402546,laptop,M,1,31416,1,3,0,0
47,0.005602661,iPhone,M,0,58288,1,2,0,0
35,0.003847143,laptop,M,0,42482,1,2,1,0
55,0.004670802,other,F,0,76249,1,1,12,0
59,0.004653222,desktop,F,0,80987,1,2,5,0
33,0.004573645,Android,F,0,61748,1,2,2,0
53,0.004409627,laptop,M,0,54024,1,1,5,0
21,0.004903504,desktop,F,0,48277,1,1,1,0
46,0.004699254,Android,F,0,73002,1,1,14,0
27,0.004617854,other,F,0,46739,1,3,0,0
16,0.003667541,laptop,M,0,51371,1,1,0,0
45,0.006635244,iPhone,F,0,54779,1,2,12,0
46,0.00466959,desktop,F,1,64681,1,1,11,0
32,0.003495888,desktop,M,1,67216,2,3,0,0
17,0.004749762,desktop,F,1,55843,1,3,0,1
42,0.006018064,iPhone,F,0,56927,2,3,5,0
42,0.003474339,desktop,M,0,73746,1,2,9,0
43,0.00538774,iPhone,M,0,51939,2,1,5,0
28,0.003339652,Android,M,1,65268,1,2,0,0
24,0.004126409,other,M,0,38408,2,2,2,0
54,0.004951696,laptop,F,0,59667,1,3,7,0
49,0.005226179,other,F,1,77056,2,1,0,0
31,0.004208252,laptop,M,0,68598,2,2,2,0
42,0.00381432,laptop,M,0,76807,2,1,6,0
60,0.00679316,iPhone,F,0,60814,2,2,17,0
42,0.00443593,Android,F,0,47946,2,1,10,0
58,0.005043761,laptop,F,1,87808,2,1,0,0
24,0.003624879,other,,1,28633,2,1,0,0
60,0.005175229,Android,F,1,95549,1,3,8,0
29,0.004177978,desktop,M,0,52854,2,3,5,1
23,0.003405267,laptop,M,1,47014,2,2,2,0
51,0.006123558,iPhone,F,0,86365,1,3,7,0
46,0.004140227,Android,M,0,79001,1,3,8,0
33,0.003856683,Android,M,0,65863,2,1,7,1
23,0.004418354,other,F,1,27300,2,3,2,0
45,0.005114766,iPhone,M,0,52167,2,1,1,1
23,0.006146537,iPhone,F,0,42213,1,2,0,0
59,0.003881517,other,M,0,60407,2,2,20,0
20,0.004686148,other,F,0,41384,2,1,1,0
58,0.004369268,laptop,M,1,69254,2,2,9,0
30,0.004755927,desktop,F,1,48637,2,2,5,0
26,0.005921255,iPhone,F,0,36058,2,3,5,0
23,0.003435155,other,M,0,35091,1,2,2,0
18,0.00348156,Android,M,1,52972,1,2,0,0
17,0.00414015,other,M,1,17281,1,2,0,0
50,0.004228544,other,M,1,87043,2,3,4,0
44,0.003556876,other,M,1,80107,1,3,2,0
17,0.003225034,other,M,1,38388,1,3,0,0
57,0.004108412,Android,M,0,62478,1,3,0,0
44,0.006545078,iPhone,F,0,83529,2,3,5,0
19,0.004202191,other,F,1,43433,1,2,1,0
38,0.005121528,laptop,F,1,67112,2,2,3,0
42,0.004017936,other,M,1,80481,1,2,2,0
25,0.005006114,laptop,F,0,63710,2,2,0,0
21,0.004920247,other,F,0,51285,2,2,2,0
24,0.005062799,Android,F,0,26767,2,1,3,0
35,0.006112677,iPhone,F,1,45094,2,2,0,0
56,0.004588443,other,F,1,72039,2,1,15,0
33,0.003957996,laptop,M,1,49902,2,1,6,0
46,0.003779681,Android,M,0,55577,1,2,1,0
60,0.005236247,desktop,F,0,87493,1,2,11,0
38,0.003573815,laptop,,0,71676,2,2,1,0
56,0.003831459,laptop,M,0,75731,1,1,10,0
60,0.005381418,iPhone,M,1,93958,2,1,4,1
47,0.004691114,desktop,F,1,79989,1,2,4,0
28,0.00520341,desktop,F,0,36600,2,2,6,0
46,0.005669895,iPhone,M,1,57285,2,2,10,1
17,0.004879841,iPhone,M,0,25214,1,1,0,0
21,0.004252517,desktop,F,1,49262,1,3,1,0
22,0.004286247,other,F,0,24836,1,3,2,0
58,0.004764782,laptop,F,0,71108,1,1,18,0
38,0.004540557,Android,F,0,61081,1,1,5,0
48,0.004696998,desktop,F,0,82657,1,3,0,0
28,0.004646463,desktop,F,1,59110,1,1,4,0
53,0.005244274,iPhone,M,0,80793,1,2,12,0
30,0.004435912,desktop,F,1,64060,2,1,1,0
39,0.003774781,desktop,M,1,46583,1,3,7,0
45,0.006934962,iPhone,F,1,64044,2,3,6,0
43,0.005102095,Android,F,0,75220,2,1,0,0
41,0.005105037,desktop,F,1,67255,1,3,6,0
22,0.00656403,iPhone,F,0,60991,2,1,1,1
41,0.00500365,other,F,0,79136,2,1,12,0
57,0.004848891,laptop,F,1,90516,2,2,15,0
45,0.004479724,other,F,0,53821,2,1,3,0
19,0.004992753,iPhone,M,0,29009,1,2,1,0
55,0.00404025,other,M,0,87630,2,1,9,0
32,0.004770116,desktop,F,1,57141,1,3,1,0
40,0.0052847,desktop,F,1,59860,1,2,8,0
26,0.003828855,Android,M,1,33168,1,2,3,0
47,0.004964691,laptop,F,1,64261,1,2,12,0
40,0.004528198,desktop,F,1,42956,2,2,9,0
39,0.003735143,Android,M,1,67059,1,3,1,0
38,0.006472532,iPhone,F,1,58453,1,2,3,0
60,0.003926117,Android,M,0,95285,1,2,0,0
45,0.005037989,Android,F,1,75782,2,3,11,0
36,0.003460057,Android,M,1,68005,2,3,1,0
59,0.004953334,laptop,F,0,78629,2,2,5,0
43,0.004477531,laptop,F,0,60377,1,2,4,0
52,0.003793365,laptop,M,1,74075,1,1,18,0
52,0.004324127,Android,M,1,85072,1,2,9,1
43,0.003883229,other,M,1,76775,2,1,9,0
51,0.004777936,laptop,F,0,81624,1,1,6,0
56,0.003707744,laptop,M,1,86309,1,3,11,0
25,0.003516935,Android,M,1,52029,2,2,1,1
34,0.004531916,other,F,0,43827,1,2,1,0
31,0.004511991,laptop,F,1,33425,2,2,6,0
33,0.005293787,Android,F,0,35767,2,1,2,0
47,0.004370575,Android,M,0,51166,1,1,9,0
42,0.003990973,other,M,1,49335,1,3,3,0
48,0.004602277,other,F,0,87309,2,3,7,0
36,0.005966814,iPhone,F,1,45455,2,3,3,0
29,0.00482347,Android,F,1,61136,2,2,0,0
60,0.004962998,other,F,0,69496,2,2,8,0
39,0.00477469,desktop,F,1,75223,1,1,4,0
56,0.004567866,laptop,F,1,81458,1,3,14,0
41,0.006825891,iPhone,F,1,51500,1,2,3,0
56,0.005031091,desktop,F,1,88223,2,3,2,0
42,0.003926335,desktop,M,1,59102,2,3,11,0
38,0.005010156,other,F,1,50041,2,3,0,0
57,0.005645809,iPhone,,0,77560,2,1,9,0
23,0.003708365,laptop,M,0,52588,1,1,2,0
24,0.0036076,Android,M,1,51164,2,1,0,1
41,0.005316845,desktop,F,1,55988,1,3,8,0
45,0.005050393,desktop,F,0,73108,1,2,9,0
25,0.004685159,laptop,F,0,59461,1,2,0,0
45,0.005237962,iPhone,M,1,62445,1,1,13,0
47,0.005696708,iPhone,M,1,65544,2,1,6,1
28,0.006015486,iPhone,F,1,45157,2,1,2,0
44,0.004311443,desktop,M,0,52729,2,2,7,0
60,0.004673056,other,F,1,76792,1,3,19,0
51,0.005949322,iPhone,M,0,90739,2,1,11,0
54,0.005517524,laptop,F,0,73825,2,1,12,0
58,0.005083747,laptop,F,1,69132,1,1,8,0
37,0.004630406,Android,F,1,46292,1,1,6,0
36,0.005262793,Android,F,0,54541,2,1,6,1
32,0.004083675,other,M,1,64196,2,3,5,0
25,0.005785862,iPhone,F,1,37002,1,1,1,0
32,0.00476152,other,F,0,34673,2,3,7,0
51,0.004603578,desktop,F,1,73911,2,2,3,0
34,0.005338005,laptop,F,0,72243,2,1,3,0
16,0.005685962,iPhone,F,0,37538,1,2,0,0
59,0.003618875,laptop,M,0,69077,2,2,10,0
45,0.004106173,laptop,M,1,47873,2,2,5,0
44,0.006263171,iPhone,F,1,62543,1,3,12,0
19,0.00443008,desktop,F,0,30666,2,3,1,0
41,0.005194936,iPhone,M,0,67371,1,1,12,0
57,0.004701287,other,F,0,96551,2,1,9,0
58,0.003848479,other,M,0,89223,1,2,12,0
54,0.005170686,Android,F,1,82449,2,1,5,0
21,0.004140668,other,M,0,31162,2,3,2,0
49,0.004638607,other,F,0,68686,2,2,15,0
24,0.003316533,Android,M,1,60109,2,1,0,1
18,0.003992825,other,M,0,55255,2,3,1,0
38,0.004559552,laptop,F,1,68335,1,3,1,0
27,0.004994095,other,F,1,65483,1,1,2,0
58,0.004658221,Android,F,1,70129,2,3,6,0
54,0.003934934,other,M,1,54383,1,3,0,0
16,0.004778499,other,F,0,35844,2,3,0,0
55,0.004563876,Android,F,1,63854,2,3,4,0
23,0.00487974,desktop,F,0,32512,1,3,3,0
43,0.004451817,other,F,0,70648,2,1,7,0
26,0.003845226,other,M,0,55459,2,3,0,0
28,0.00491041,desktop,F,1,34728,2,3,0,0
43,0.004943356,desktop,F,1,74857,2,2,6,0
55,0.00486585,laptop,F,1,92775,1,1,13,0
20,0.004648325,other,F,1,42725,2,3,1,0
43,0.005162103,iPhone,M,0,71712,2,1,5,0
30,0.005633081,iPhone,M,1,57319,2,3,6,0
59,0.005257056,laptop,F,1,64648,1,2,9,0
24,0.005183055,laptop,F,0,51261,1,1,0,1
47,0.005350906,laptop,F,1,70513,1,1,0,1
38,0.004997563,desktop,F,0,45469,1,1,6,0
23,0.003497491,Android,M,0,59505,2,2,0,0
25,0.005031652,other,F,0,31939,1,3,0,0
55,0.004420869,laptop,M,0,62737,1,3,5,0
39,0.003544296,other,M,0,45507,2,3,7,0
39,0.005135316,iPhone,M,1,39431,1,1,6,0
46,0.004820643,desktop,F,1,73198,1,2,11,0
58,0.00599802,iPhone,M,0,85093,2,1,13,0
45,0.005893643,iPhone,M,1,78904,2,1,11,0
21,0.006469192,iPhone,F,1,46773,2,2,0,0
58,0.004465783,laptop,M,0,84345,1,3,13,0
60,0.004210401,Android,M,1,94589,2,3,8,0
25,0.004947471,laptop,F,1,53976,1,2,4,0
57,0.003959994,desktop,M,1,78921,2,1,17,0
24,0.004580709,laptop,F,1,58166,1,1,2,0
56,0.005392229,laptop,F,0,71816,1,1,8,0
35,0.004704473,desktop,F,1,68259,1,3,4,0
19,0.004172951,laptop,M,0,41215,2,2,1,0
53,0.004049667,Android,M,0,77750,2,2,4,1
31,0.00502164,Android,F,0,40604,1,2,1,0
42,0.003866164,other,M,0,56076,1,1,7,0
39,0.005386512,Android,F,1,66749,2,3,7,0
60,0.006584764,iPhone,F,1,68331,2,3,16,0
45,0.006696496,iPhone,F,0,47136,1,3,7,0
51,0.004799591,desktop,F,1,88471,2,1,11,1
49,0.004975926,Android,F,0,68266,2,1,9,0
25,0.004433077,desktop,F,0,39128,2,3,2,0
47,0.004043059,desktop,M,0,78534,2,1,13,0
52,0.004024764,other,M,1,61078,2,2,4,0
45,0.005337235,iPhone,M,1,71845,2,3,1,0
41,0.005275954,other,F,1,46801,1,3,10,0
17,0.004746856,laptop,F,1,52509,1,3,0,0
19,0.003464963,desktop,M,0,20243,1,2,0,0
29,0.003691798,desktop,M,0,49999,2,3,4,0
18,0.005039648,other,F,1,19576,2,1,1,0
36,0.003645352,desktop,M,1,47020,1,2,8,0
27,0.003328914,Android,M,1,38088,1,1,5,0
36,0.003502461,Android,M,0,56974,1,1,1,0
36,0.003946029,desktop,M,1,75125,1,2,3,0
47,0.003877076,desktop,M,1,83249,2,1,14,1
46,0.005222978,desktop,F,0,62142,1,2,3,0
57,0.004773457,other,F,0,89796,2,2,20,0
25,0.005201742,iPhone,M,1,61382,1,3,3,0
16,0.004933303,iPhone,M,1,47600,2,3,0,0
32,0.003481416,laptop,M,1,34980,1,2,4,0
50,0.005498821,other,F,0,86469,1,2,4,0
43,0.003703013,Android,,0,72669,2,3,4,0
58,0.004494018,other,M,1,59040,1,2,10,0
24,0.003795791,desktop,M,0,51077,2,3,1,1
60,0.004272246,desktop,M,1,89175,1,2,0,1
38,0.004504764,other,F,1,38552,2,3,11,0
39,0.006081512,iPhone,F,0,62450,1,2,4,0
55,0.006330756,iPhone,F,1,57411,1,3,11,0
54,0.005040326,other,F,0,91296,1,1,8,0
26,0.004387431,desktop,F,0,30263,1,3,1,0
52,0.00670068,iPhone,F,0,68575,2,3,17,0
45,0.004724036,Android,F,0,71665,1,2,13,0
59,0.003867933,laptop,M,1,62077,2,2,7,0
42,0.004300098,other,M,1,47361,1,2,5,0
17,0.004499225,desktop,F,0,27779,2,3,0,0
20,0.005040508,other,F,0,41908,2,1,2,0
31,0.005104111,Android,F,0,65057,1,2,5,0
20,0.005116714,laptop,F,1,23977,2,1,0,1
40,0.005954789,iPhone,F,1,68961,1,3,12,0
55,0.005399929,desktop,F,1,74327,1,1,1,0
41,0.005363411,iPhone,M,0,41695,2,3,12,0
45,0.004778194,Android,F,1,78896,1,3,7,0
28,0.00418437,laptop,M,0,40688,1,1,4,0
24,0.004483152,other,F,1,36184,2,2,3,1
18,0.004763666,laptop,F,0,38394,2,1,1,0
50,0.00386883,Android,M,0,69075,2,1,10,0
16,0.004503816,laptop,F,0,43660,1,1,0,1
28,0.005379762,iPhone,M,0,58631,2,1,5,0
37,0.004824302,other,F,1,43871,2,3,2,0
18,0.004919019,iPhone,M,1,31968,1,1,1,0
37,0.004943731,iPhone,M,1,37648,2,1,5,0
17,0.004145309,other,M,0,19877,2,1,0,0
28,0.005119817,iPhone,M,0,39421,1,2,5,0
51,0.004530994,desktop,F,0,57631,1,1,8,0
59,0.00483015,Android,F,0,88897,1,2,9,0
39,0.005184898,desktop,F,0,47571,2,3,2,0
28,0.004201014,Android,M,1,44026,2,3,3,0
55,0.005679459,iPhone,M,0,58490,2,3,7,0
33,0.005997434,iPhone,F,0,37251,2,3,7,0
40,0.005425476,iPhone,M,1,64502,2,2,11,0
46,0.004679526,laptop,F,1,59579,2,2,1,0
28,0.00635137,iPhone,F,1,52712,2,1,3,0
39,0.006408821,iPhone,F,1,68131,1,3,4,0
30,0.003708953,other,M,0,58344,2,2,7,0
47,0.004735625,desktop,F,1,62321,2,2,14,0
20,0.003985873,laptop,M,1,25122,2,1,2,0
30,0.003496646,Android,M,0,51873,1,1,3,0
37,0.005782383,iPhone,M,1,72594,2,2,2,0
16,0.004814091,other,F,1,46933,2,2,0,0
25,0.005337004,iPhone,M,1,58805,1,1,1,0
51,0.004938793,Android,F,1,63310,2,3,10,0
60,0.00473895,other,F,1,84556,2,1,0,0
24,0.003659147,other,M,1,38777,1,3,2,0
59,0.005375358,Android,F,1,96196,2,3,0,0
24,0.004774491,other,F,0,28175,2,2,3,0
28,0.003373242,laptop,M,1,47965,2,1,5,0
22,0.005131345,desktop,F,0,26554,2,1,1,0
40,0.004457453,Android,F,1,69796,1,1,1,0
49,0.004619138,other,F,0,56257,2,1,5,0
42,0.004729757,other,F,1,55479,1,3,2,0
58,0.003855441,laptop,M,1,88078,2,1,16,1
16,0.003488891,other,M,0,50462,1,2,0,0
52,0.004166299,laptop,M,1,70868,2,2,2,0
45,0.004865053,other,F,1,56477,2,3,13,0
27,0.005468645,iPhone,M,1,52791,2,2,0,0
18,0.004088736,laptop,M,0,32238,2,1,0,0
42,0.003830096,desktop,M,0,63365,1,2,12,0
26,0.004641156,other,F,1,56271,1,1,0,0
41,0.00373711,desktop,M,0,49944,1,2,1,0
45,0.005163582,desktop,F,1,60878,1,2,10,0
44,0.005546989,iPhone,M,0,45183,2,2,13,0
27,0.005447383,iPhone,M,1,27734,2,1,5,1
25,0.005192058,iPhone,M,1,39166,1,2,4,0
19,0.00496241,other,F,0,22189,2,2,0,0
28,0.005807944,iPhone,F,0,55635,1,2,0,0
16,0.004704013,iPhone,M,1,26947,1,1,0,0
48,0.004414327,laptop,,0,61573,2,2,6,0
41,0.005083622,iPhone,M,1,62192,1,1,5,0
41,0.006567962,iPhone,F,1,45326,2,1,3,0
33,0.005329576,iPhone,M,1,72247,1,1,4,0
22,0.003552047,laptop,M,0,30711,1,2,3,0
56,0.005472103,desktop,F,1,95880,2,3,0,0
44,0.004672606,laptop,F,1,44871,1,3,11,0
55,0.004609923,other,F,0,60202,1,2,19,0
39,0.005128064,iPhone,M,1,41484,1,2,3,0
54,0.006560873,iPhone,F,1,56595,2,3,10,0
42,0.004959312,Android,F,1,55488,1,1,3,0
58,0.003763545,laptop,M,0,79078,1,3,16,0
56,0.004498275,desktop,M,0,65275,2,1,1,0
24,0.005464989,iPhone,M,0,51934,1,1,0,0
35,0.006098969,iPhone,F,0,74705,1,3,2,0
34,0.003738244,Android,M,1,57565,1,3,1,0
26,0.005020324,laptop,F,1,54405,2,2,5,0
46,0.005186648,desktop,F,0,82231,2,2,4,0
32,0.003926025,other,M,1,68840,2,2,6,0
20,0.005712834,iPhone,F,1,20273,2,1,0,0
48,0.004969551,other,F,1,73168,2,2,11,0
57,0.003764228,desktop,M,0,67640,1,2,18,0
43,0.005126455,laptop,F,1,67129,2,3,10,0
57,0.005700953,iPhone,M,1,80685,1,2,1,0
59,0.003844288,Android,M,0,68657,1,3,14,0
